obs_date,store_no,city,country,temp_max_c,temp_min_c,precipitation_mm,condition
2023-03-12,70001,Los Angeles,USA,19.4,9.3,0.0,SUNNY
2023-03-12,70002,Minneapolis,USA,1.3,-4.4,0.0,SNOWY
2023-03-12,70003,Dallas,USA,17.6,11.7,0.0,SUNNY
2023-03-12,70004,Washington DC,USA,9.5,-0.9,3.1,CLOUDY
2023-03-12,70005,Philadelphia,USA,13.1,4.3,2.9,CLOUDY
2023-03-12,80001,London,UK,14.9,4.7,0.2,CLOUDY
2023-03-12,80002,London,UK,11.3,4.0,2.2,CLOUDY
2023-03-12,80003,Manchester,UK,10.4,-1.3,0.0,SUNNY
2023-03-12,80004,Sheffield,UK,11.7,1.1,0.0,PARTLY_CLOUDY
2023-03-12,90001,Dubai,UAE,25.7,15.4,0.0,PARTLY_CLOUDY
2023-03-12,90002,Dubai,UAE,32.3,21.4,0.0,SUNNY
2023-03-12,90003,Abu Dhabi,UAE,23.4,11.7,0.0,SUNNY
2023-03-12,95001,Singapore,Singapore,29.9,19.5,14.3,RAINY
2023-03-12,95002,Singapore,Singapore,31.2,19.4,6.1,RAINY
2023-03-13,33487,Kolkata,India,28.5,21.8,10.5,RAINY
2023-03-13,39876,Mumbai,India,25.8,15.4,37.7,STORMY
2023-03-13,41203,Delhi,India,19.9,13.6,0.0,SUNNY
2023-03-13,44512,Bangalore,India,26.3,16.9,0.9,CLOUDY
2023-03-13,47889,Chennai,India,27.4,21.4,1.7,CLOUDY
2023-03-13,51234,Hyderabad,India,26.1,18.4,10.3,RAINY
2023-03-13,53901,Kochi,India,27.7,22.3,13.5,RAINY
2023-03-13,56123,Bangalore,India,25.9,15.9,0.0,PARTLY_CLOUDY
2023-03-13,58745,Ahmedabad,India,24.1,12.7,1.5,CLOUDY
2023-03-13,62003,Delhi,India,22.9,15.4,6.0,RAINY
2023-03-13,64301,Chandigarh,India,19.7,12.2,0.0,SUNNY
2023-03-13,66782,Mumbai,India,31.0,21.8,7.9,RAINY
2023-03-13,70001,Los Angeles,USA,18.1,8.7,0.0,SUNNY
2023-03-13,70002,Minneapolis,USA,-0.0,-9.1,0.0,SUNNY
2023-03-13,70003,Dallas,USA,16.8,11.1,0.0,SUNNY
2023-03-13,70004,Washington DC,USA,13.3,5.9,0.0,SUNNY
2023-03-13,70005,Philadelphia,USA,9.8,3.9,7.6,RAINY
2023-03-13,80001,London,UK,9.0,-1.3,0.0,SUNNY
2023-03-13,80002,London,UK,16.9,8.8,0.0,PARTLY_CLOUDY
2023-03-13,80003,Manchester,UK,8.6,3.1,0.0,SUNNY
2023-03-13,80004,Sheffield,UK,7.9,1.0,0.0,PARTLY_CLOUDY
2023-03-13,90001,Dubai,UAE,25.6,20.3,0.0,SUNNY
2023-03-13,90002,Dubai,UAE,25.9,17.4,0.0,SUNNY
2023-03-13,90003,Abu Dhabi,UAE,30.1,18.3,0.0,SUNNY
2023-03-13,95001,Singapore,Singapore,32.4,24.6,2.2,CLOUDY
2023-03-13,95002,Singapore,Singapore,31.9,25.4,6.5,RAINY
2023-03-14,33487,Kolkata,India,25.1,18.6,12.0,RAINY
2023-03-14,39876,Mumbai,India,25.8,20.5,99.6,STORMY
2023-03-14,41203,Delhi,India,19.4,9.9,0.0,SUNNY
2023-03-14,44512,Bangalore,India,28.8,17.0,1.9,CLOUDY
2023-03-14,47889,Chennai,India,29.7,17.8,0.1,CLOUDY
2023-03-14,51234,Hyderabad,India,25.5,15.4,8.7,RAINY
2023-03-14,53901,Kochi,India,31.9,21.8,33.6,STORMY
2023-03-14,56123,Bangalore,India,23.7,17.3,2.5,CLOUDY
2023-03-14,58745,Ahmedabad,India,28.4,20.6,11.8,RAINY
2023-03-14,62003,Delhi,India,24.3,18.3,5.0,CLOUDY
2023-03-14,64301,Chandigarh,India,17.5,8.5,0.0,SUNNY
2023-03-14,66782,Mumbai,India,27.5,18.0,4.5,CLOUDY
2023-03-14,70001,Los Angeles,USA,20.8,15.3,0.0,SUNNY
2023-03-14,70002,Minneapolis,USA,2.4,-5.8,0.0,SNOWY
2023-03-14,70003,Dallas,USA,15.6,5.3,0.5,CLOUDY
2023-03-14,70004,Washington DC,USA,11.4,5.6,12.9,RAINY
2023-03-14,70005,Philadelphia,USA,12.1,5.2,0.0,SUNNY
2023-03-14,80001,London,UK,13.6,8.5,0.0,SUNNY
2023-03-14,80002,London,UK,15.6,4.6,0.3,CLOUDY
2023-03-14,80003,Manchester,UK,9.2,-2.0,0.0,PARTLY_CLOUDY
2023-03-14,80004,Sheffield,UK,8.4,3.0,0.0,SUNNY
2023-03-14,90001,Dubai,UAE,25.3,16.5,0.0,SUNNY
2023-03-14,90002,Dubai,UAE,30.8,24.8,0.0,SUNNY
2023-03-14,90003,Abu Dhabi,UAE,23.8,17.2,0.0,PARTLY_CLOUDY
2023-03-14,95001,Singapore,Singapore,28.9,17.7,11.3,RAINY
2023-03-14,95002,Singapore,Singapore,29.6,18.1,0.0,SUNNY
2023-03-15,33487,Kolkata,India,23.7,15.0,18.1,RAINY
2023-03-15,39876,Mumbai,India,26.8,16.1,2.9,CLOUDY
2023-03-15,41203,Delhi,India,23.4,12.7,0.0,SUNNY
2023-03-15,44512,Bangalore,India,29.7,19.2,0.0,SUNNY
2023-03-15,47889,Chennai,India,27.4,21.4,17.4,RAINY
2023-03-15,51234,Hyderabad,India,25.7,15.0,3.9,CLOUDY
2023-03-15,53901,Kochi,India,29.2,23.3,13.0,RAINY
2023-03-15,56123,Bangalore,India,24.5,16.1,0.0,SUNNY
2023-03-15,58745,Ahmedabad,India,24.0,13.4,0.0,SUNNY
2023-03-15,62003,Delhi,India,22.0,14.3,5.7,RAINY
2023-03-15,64301,Chandigarh,India,19.3,13.7,7.0,RAINY
2023-03-15,66782,Mumbai,India,25.9,15.2,2.5,CLOUDY
2023-03-15,70001,Los Angeles,USA,18.8,11.3,0.0,SUNNY
2023-03-15,70002,Minneapolis,USA,6.5,-4.9,1.8,CLOUDY
2023-03-15,70003,Dallas,USA,20.2,13.1,14.5,RAINY
2023-03-15,70004,Washington DC,USA,14.7,3.3,0.7,CLOUDY
2023-03-15,70005,Philadelphia,USA,8.6,3.4,0.0,PARTLY_CLOUDY
2023-03-15,80001,London,UK,12.2,6.8,1.6,CLOUDY
2023-03-15,80002,London,UK,10.5,4.5,3.3,CLOUDY
2023-03-15,80003,Manchester,UK,8.6,2.6,0.0,PARTLY_CLOUDY
2023-03-15,80004,Sheffield,UK,13.5,5.4,0.0,SUNNY
2023-03-15,90001,Dubai,UAE,24.4,17.4,0.0,SUNNY
2023-03-15,90002,Dubai,UAE,29.8,21.3,0.5,CLOUDY
2023-03-15,90003,Abu Dhabi,UAE,24.6,16.1,0.0,PARTLY_CLOUDY
2023-03-15,95001,Singapore,Singapore,30.1,24.5,5.4,RAINY
2023-03-15,95002,Singapore,Singapore,28.6,20.9,0.0,SUNNY
2023-03-16,33487,Kolkata,India,23.0,13.2,17.2,RAINY
2023-03-16,39876,Mumbai,India,26.2,18.5,11.5,RAINY
2023-03-16,41203,Delhi,India,18.7,11.2,0.0,PARTLY_CLOUDY
2023-03-16,44512,Bangalore,India,23.6,18.4,5.3,RAINY
2023-03-16,47889,Chennai,India,32.5,25.3,2.4,CLOUDY
2023-03-16,51234,Hyderabad,India,27.4,18.4,2.6,CLOUDY
2023-03-16,53901,Kochi,India,30.8,23.8,6.6,RAINY
2023-03-16,56123,Bangalore,India,22.0,11.9,0.0,SUNNY
2023-03-16,58745,Ahmedabad,India,24.6,13.3,5.1,RAINY
2023-03-16,62003,Delhi,India,21.7,16.5,0.0,PARTLY_CLOUDY
2023-03-16,64301,Chandigarh,India,23.2,16.2,5.7,RAINY
2023-03-16,66782,Mumbai,India,29.3,23.6,30.8,STORMY
2023-03-16,70001,Los Angeles,USA,22.0,13.4,0.0,SUNNY
2023-03-16,70002,Minneapolis,USA,7.7,-1.0,0.0,PARTLY_CLOUDY
2023-03-16,70003,Dallas,USA,16.1,8.6,0.0,PARTLY_CLOUDY
2023-03-16,70004,Washington DC,USA,12.8,7.5,0.0,SUNNY
2023-03-16,70005,Philadelphia,USA,9.6,0.3,0.8,CLOUDY
2023-03-16,80001,London,UK,10.3,1.8,0.0,SUNNY
2023-03-16,80002,London,UK,8.9,-2.2,0.0,SUNNY
2023-03-16,80003,Manchester,UK,10.7,2.2,0.0,SUNNY
2023-03-16,80004,Sheffield,UK,9.4,2.4,0.0,SUNNY
2023-03-16,90001,Dubai,UAE,24.2,18.7,0.0,PARTLY_CLOUDY
2023-03-16,90002,Dubai,UAE,23.5,16.7,0.0,SUNNY
2023-03-16,90003,Abu Dhabi,UAE,27.8,16.3,0.0,SUNNY
2023-03-16,95001,Singapore,Singapore,31.0,24.0,11.5,RAINY
2023-03-16,95002,Singapore,Singapore,27.5,19.4,11.7,RAINY
2023-03-17,33487,Kolkata,India,25.3,17.1,0.0,SUNNY
2023-03-17,39876,Mumbai,India,27.3,22.0,0.0,SUNNY
2023-03-17,41203,Delhi,India,18.7,8.0,1.2,CLOUDY
2023-03-17,44512,Bangalore,India,24.7,19.2,4.0,CLOUDY
2023-03-17,47889,Chennai,India,32.6,21.3,0.7,CLOUDY
2023-03-17,51234,Hyderabad,India,24.7,13.3,0.0,PARTLY_CLOUDY
2023-03-17,53901,Kochi,India,28.1,20.9,0.0,PARTLY_CLOUDY
2023-03-17,56123,Bangalore,India,25.1,18.6,0.0,SUNNY
2023-03-17,58745,Ahmedabad,India,23.2,17.1,8.3,RAINY
2023-03-17,62003,Delhi,India,19.6,14.4,3.3,CLOUDY
2023-03-17,64301,Chandigarh,India,19.2,10.9,31.5,STORMY
2023-03-17,66782,Mumbai,India,28.5,18.7,28.8,STORMY
2023-03-17,70001,Los Angeles,USA,20.2,13.1,0.0,PARTLY_CLOUDY
2023-03-17,70002,Minneapolis,USA,0.7,-8.0,0.0,SNOWY
2023-03-17,70003,Dallas,USA,16.1,4.8,1.9,CLOUDY
2023-03-17,70004,Washington DC,USA,10.8,2.5,0.0,SUNNY
2023-03-17,70005,Philadelphia,USA,11.7,0.3,0.0,SUNNY
2023-03-17,80001,London,UK,9.4,0.5,0.0,SUNNY
2023-03-17,80002,London,UK,13.7,4.4,0.0,SUNNY
2023-03-17,80003,Manchester,UK,10.0,-0.2,0.0,PARTLY_CLOUDY
2023-03-17,80004,Sheffield,UK,15.7,4.2,0.0,PARTLY_CLOUDY
2023-03-17,90001,Dubai,UAE,24.0,18.2,0.0,PARTLY_CLOUDY
2023-03-17,90002,Dubai,UAE,23.8,11.9,0.0,SUNNY
2023-03-17,90003,Abu Dhabi,UAE,29.6,20.2,0.0,SUNNY
2023-03-17,95001,Singapore,Singapore,29.5,17.6,8.9,RAINY
2023-03-17,95002,Singapore,Singapore,28.9,21.3,12.8,RAINY
2023-03-18,33487,Kolkata,India,24.9,16.1,2.7,CLOUDY
2023-03-18,39876,Mumbai,India,27.2,21.0,20.8,STORMY
2023-03-18,41203,Delhi,India,21.9,13.8,7.6,RAINY
2023-03-18,44512,Bangalore,India,26.8,15.8,0.0,SUNNY
2023-03-18,47889,Chennai,India,27.6,16.1,13.9,RAINY
2023-03-18,51234,Hyderabad,India,23.9,15.1,5.1,RAINY
2023-03-18,53901,Kochi,India,30.9,24.4,25.9,STORMY
2023-03-18,56123,Bangalore,India,28.5,17.5,0.0,PARTLY_CLOUDY
2023-03-18,58745,Ahmedabad,India,31.7,23.8,0.0,SUNNY
2023-03-18,62003,Delhi,India,20.3,9.8,5.2,RAINY
2023-03-18,64301,Chandigarh,India,18.4,7.1,0.0,SUNNY
2023-03-18,66782,Mumbai,India,28.1,21.4,4.2,CLOUDY
2023-03-18,70001,Los Angeles,USA,19.5,10.3,0.0,SUNNY
2023-03-18,70002,Minneapolis,USA,5.8,-6.1,5.1,RAINY
2023-03-18,70003,Dallas,USA,16.9,11.0,0.0,SUNNY
2023-03-18,70004,Washington DC,USA,14.2,8.0,0.0,SUNNY
2023-03-18,70005,Philadelphia,USA,9.1,-0.9,0.6,CLOUDY
2023-03-18,80001,London,UK,10.9,3.2,0.0,PARTLY_CLOUDY
2023-03-18,80002,London,UK,9.7,2.4,1.8,CLOUDY
2023-03-18,80003,Manchester,UK,9.3,-2.5,0.0,SUNNY
2023-03-18,80004,Sheffield,UK,7.4,-0.8,0.0,PARTLY_CLOUDY
2023-03-18,90001,Dubai,UAE,25.4,19.1,0.0,SUNNY
2023-03-18,90002,Dubai,UAE,24.7,18.0,0.0,PARTLY_CLOUDY
2023-03-18,90003,Abu Dhabi,UAE,28.0,17.6,0.0,PARTLY_CLOUDY
2023-03-18,95001,Singapore,Singapore,29.2,24.0,0.0,SUNNY
2023-03-18,95002,Singapore,Singapore,28.4,22.6,0.0,SUNNY
2023-03-19,33487,Kolkata,India,24.3,13.0,9.9,RAINY
2023-03-19,39876,Mumbai,India,27.3,16.4,17.4,RAINY
2023-03-19,41203,Delhi,India,27.6,22.1,0.0,PARTLY_CLOUDY
2023-03-19,44512,Bangalore,India,26.3,15.1,0.0,PARTLY_CLOUDY
2023-03-19,47889,Chennai,India,27.9,22.8,6.9,RAINY
2023-03-19,51234,Hyderabad,India,25.9,20.7,0.0,PARTLY_CLOUDY
2023-03-19,53901,Kochi,India,32.5,23.7,53.0,STORMY
2023-03-19,56123,Bangalore,India,22.3,16.0,0.2,CLOUDY
2023-03-19,58745,Ahmedabad,India,27.6,21.8,2.8,CLOUDY
2023-03-19,62003,Delhi,India,25.1,15.0,0.0,PARTLY_CLOUDY
2023-03-19,64301,Chandigarh,India,16.9,11.3,10.9,RAINY
2023-03-19,66782,Mumbai,India,27.9,17.2,7.1,RAINY
2023-03-19,70001,Los Angeles,USA,20.1,8.4,0.0,SUNNY
2023-03-19,70002,Minneapolis,USA,4.2,-3.0,0.0,SUNNY
2023-03-19,70003,Dallas,USA,23.5,15.5,0.0,PARTLY_CLOUDY
2023-03-19,70004,Washington DC,USA,9.9,0.5,0.0,PARTLY_CLOUDY
2023-03-19,70005,Philadelphia,USA,8.7,-2.6,0.0,PARTLY_CLOUDY
2023-03-19,80001,London,UK,12.0,5.8,1.3,CLOUDY
2023-03-19,80002,London,UK,10.5,1.0,0.0,PARTLY_CLOUDY
2023-03-19,80003,Manchester,UK,14.5,6.7,0.5,CLOUDY
2023-03-19,80004,Sheffield,UK,8.1,2.1,0.0,SUNNY
2023-03-19,90001,Dubai,UAE,27.0,19.8,0.1,CLOUDY
2023-03-19,90002,Dubai,UAE,25.7,16.8,0.0,SUNNY
2023-03-19,90003,Abu Dhabi,UAE,31.5,25.0,0.0,SUNNY
2023-03-19,95001,Singapore,Singapore,28.2,17.0,0.0,SUNNY
2023-03-19,95002,Singapore,Singapore,32.6,23.6,14.5,RAINY
2023-03-20,33487,Kolkata,India,22.8,17.5,0.8,CLOUDY
2023-03-20,39876,Mumbai,India,27.7,21.9,25.4,STORMY
2023-03-20,41203,Delhi,India,18.6,13.5,0.0,SUNNY
2023-03-20,44512,Bangalore,India,22.6,10.7,0.0,PARTLY_CLOUDY
2023-03-20,47889,Chennai,India,34.1,28.8,6.0,RAINY
2023-03-20,51234,Hyderabad,India,31.2,26.1,2.5,CLOUDY
2023-03-20,53901,Kochi,India,27.9,17.5,1.7,CLOUDY
2023-03-20,56123,Bangalore,India,23.1,11.2,7.5,RAINY
2023-03-20,58745,Ahmedabad,India,28.2,22.5,0.7,CLOUDY
2023-03-20,62003,Delhi,India,26.4,15.7,0.0,SUNNY
2023-03-20,64301,Chandigarh,India,25.8,14.7,3.5,CLOUDY
2023-03-20,66782,Mumbai,India,25.9,15.2,15.7,RAINY
2023-03-20,70001,Los Angeles,USA,20.8,9.6,0.0,PARTLY_CLOUDY
2023-03-20,70002,Minneapolis,USA,4.1,-5.4,0.0,SUNNY
2023-03-20,70003,Dallas,USA,20.4,8.6,1.4,CLOUDY
2023-03-20,70004,Washington DC,USA,12.0,6.4,0.0,SUNNY
2023-03-20,70005,Philadelphia,USA,11.0,4.6,0.6,CLOUDY
2023-03-20,80001,London,UK,14.0,4.9,0.0,PARTLY_CLOUDY
2023-03-20,80002,London,UK,8.7,0.5,1.2,CLOUDY
2023-03-20,80003,Manchester,UK,10.7,4.2,0.0,PARTLY_CLOUDY
2023-03-20,80004,Sheffield,UK,10.5,0.0,0.8,CLOUDY
2023-03-20,90001,Dubai,UAE,26.8,19.6,0.0,SUNNY
2023-03-20,90002,Dubai,UAE,26.8,21.0,0.0,SUNNY
2023-03-20,90003,Abu Dhabi,UAE,25.9,14.6,0.0,SUNNY
2023-03-20,95001,Singapore,Singapore,32.1,24.6,9.0,RAINY
2023-03-20,95002,Singapore,Singapore,28.0,21.5,6.0,RAINY
2023-03-21,33487,Kolkata,India,25.3,20.0,3.0,CLOUDY
2023-03-21,39876,Mumbai,India,26.6,19.7,19.1,RAINY
2023-03-21,41203,Delhi,India,21.4,15.6,1.9,CLOUDY
2023-03-21,44512,Bangalore,India,22.7,15.8,0.0,SUNNY
2023-03-21,47889,Chennai,India,27.9,22.2,0.0,SUNNY
2023-03-21,51234,Hyderabad,India,27.4,20.5,2.3,CLOUDY
2023-03-21,53901,Kochi,India,27.2,18.7,20.1,STORMY
2023-03-21,56123,Bangalore,India,23.5,12.2,2.4,CLOUDY
2023-03-21,58745,Ahmedabad,India,26.3,20.3,4.7,CLOUDY
2023-03-21,62003,Delhi,India,26.4,20.2,0.6,CLOUDY
2023-03-21,64301,Chandigarh,India,19.7,7.9,6.2,RAINY
2023-03-21,66782,Mumbai,India,29.5,23.7,22.6,STORMY
2023-03-21,70001,Los Angeles,USA,19.0,12.8,0.0,SUNNY
2023-03-21,70002,Minneapolis,USA,3.2,-2.5,0.0,PARTLY_CLOUDY
2023-03-21,70003,Dallas,USA,21.5,9.6,3.1,CLOUDY
2023-03-21,70004,Washington DC,USA,11.2,6.1,7.2,RAINY
2023-03-21,70005,Philadelphia,USA,8.7,-2.6,0.0,SUNNY
2023-03-21,80001,London,UK,16.3,9.4,0.0,SUNNY
2023-03-21,80002,London,UK,19.5,8.5,0.0,SUNNY
2023-03-21,80003,Manchester,UK,8.7,1.2,2.4,CLOUDY
2023-03-21,80004,Sheffield,UK,9.7,4.1,0.0,PARTLY_CLOUDY
2023-03-21,90001,Dubai,UAE,24.4,14.9,0.0,SUNNY
2023-03-21,90002,Dubai,UAE,27.0,18.9,0.0,SUNNY
2023-03-21,90003,Abu Dhabi,UAE,31.0,24.8,0.0,PARTLY_CLOUDY
2023-03-21,95001,Singapore,Singapore,30.3,22.4,0.0,PARTLY_CLOUDY
2023-03-21,95002,Singapore,Singapore,29.8,23.5,15.7,RAINY
2023-03-22,33487,Kolkata,India,26.9,17.9,5.9,RAINY
2023-03-22,39876,Mumbai,India,30.2,25.1,4.1,CLOUDY
2023-03-22,41203,Delhi,India,21.8,12.9,4.8,CLOUDY
2023-03-22,44512,Bangalore,India,22.2,15.1,1.6,CLOUDY
2023-03-22,47889,Chennai,India,30.3,25.3,1.2,CLOUDY
2023-03-22,51234,Hyderabad,India,26.7,16.2,1.1,CLOUDY
2023-03-22,53901,Kochi,India,35.1,28.1,40.9,STORMY
2023-03-22,56123,Bangalore,India,25.5,17.7,0.0,PARTLY_CLOUDY
2023-03-22,58745,Ahmedabad,India,27.7,21.5,1.1,CLOUDY
2023-03-22,62003,Delhi,India,21.1,14.3,1.6,CLOUDY
2023-03-22,64301,Chandigarh,India,19.2,11.0,18.9,RAINY
2023-03-22,66782,Mumbai,India,34.0,28.3,35.9,STORMY
2023-03-22,70001,Los Angeles,USA,18.0,10.5,0.0,PARTLY_CLOUDY
2023-03-22,70002,Minneapolis,USA,2.5,-5.7,0.0,SNOWY
2023-03-22,70003,Dallas,USA,15.4,9.4,0.0,SUNNY
2023-03-22,70004,Washington DC,USA,11.0,1.9,5.1,RAINY
2023-03-22,70005,Philadelphia,USA,8.5,-2.4,6.4,RAINY
2023-03-22,80001,London,UK,9.4,-0.9,0.0,SUNNY
2023-03-22,80002,London,UK,11.2,-0.7,1.7,CLOUDY
2023-03-22,80003,Manchester,UK,8.9,-0.1,0.0,SUNNY
2023-03-22,80004,Sheffield,UK,11.1,2.5,0.0,SUNNY
2023-03-22,90001,Dubai,UAE,26.9,20.5,0.0,SUNNY
2023-03-22,90002,Dubai,UAE,25.4,14.1,0.0,SUNNY
2023-03-22,90003,Abu Dhabi,UAE,23.7,16.6,0.0,SUNNY
2023-03-22,95001,Singapore,Singapore,29.2,22.8,1.8,CLOUDY
2023-03-22,95002,Singapore,Singapore,32.5,23.9,7.7,RAINY
2023-03-23,33487,Kolkata,India,24.8,16.4,3.7,CLOUDY
2023-03-23,39876,Mumbai,India,26.8,20.0,14.6,RAINY
2023-03-23,41203,Delhi,India,20.1,14.9,5.2,RAINY
2023-03-23,44512,Bangalore,India,23.3,16.9,2.2,CLOUDY
2023-03-23,47889,Chennai,India,30.2,23.3,2.5,CLOUDY
2023-03-23,51234,Hyderabad,India,25.5,17.8,0.3,CLOUDY
2023-03-23,53901,Kochi,India,29.4,18.0,4.7,CLOUDY
2023-03-23,56123,Bangalore,India,25.4,17.2,1.1,CLOUDY
2023-03-23,58745,Ahmedabad,India,24.8,13.5,5.3,RAINY
2023-03-23,62003,Delhi,India,20.6,14.5,0.0,SUNNY
2023-03-23,64301,Chandigarh,India,19.9,9.4,4.5,CLOUDY
2023-03-23,66782,Mumbai,India,30.6,21.1,16.3,RAINY
2023-03-23,70001,Los Angeles,USA,24.6,14.2,0.0,SUNNY
2023-03-23,70002,Minneapolis,USA,3.2,-6.7,0.0,SUNNY
2023-03-23,70003,Dallas,USA,18.3,13.0,0.0,SUNNY
2023-03-23,70004,Washington DC,USA,12.0,5.4,0.0,PARTLY_CLOUDY
2023-03-23,70005,Philadelphia,USA,11.7,1.4,0.0,SUNNY
2023-03-23,80001,London,UK,10.3,-0.3,0.8,CLOUDY
2023-03-23,80002,London,UK,9.8,3.0,3.1,CLOUDY
2023-03-23,80003,Manchester,UK,7.9,0.3,0.0,SUNNY
2023-03-23,80004,Sheffield,UK,10.4,0.5,0.0,SUNNY
2023-03-23,90001,Dubai,UAE,24.9,15.9,0.0,PARTLY_CLOUDY
2023-03-23,90002,Dubai,UAE,29.3,22.7,0.0,PARTLY_CLOUDY
2023-03-23,90003,Abu Dhabi,UAE,23.6,12.9,0.0,SUNNY
2023-03-23,95001,Singapore,Singapore,28.0,16.3,0.1,CLOUDY
2023-03-23,95002,Singapore,Singapore,27.7,18.7,0.0,PARTLY_CLOUDY
2023-03-24,33487,Kolkata,India,24.3,12.9,9.9,RAINY
2023-03-24,39876,Mumbai,India,31.2,22.2,10.7,RAINY
2023-03-24,41203,Delhi,India,20.5,15.0,3.3,CLOUDY
2023-03-24,44512,Bangalore,India,22.5,17.0,0.0,PARTLY_CLOUDY
2023-03-24,47889,Chennai,India,30.8,25.4,0.2,CLOUDY
2023-03-24,51234,Hyderabad,India,26.3,19.3,0.0,PARTLY_CLOUDY
2023-03-24,53901,Kochi,India,27.4,16.3,2.6,CLOUDY
2023-03-24,56123,Bangalore,India,23.2,12.2,0.0,SUNNY
2023-03-24,58745,Ahmedabad,India,25.1,16.3,0.0,SUNNY
2023-03-24,62003,Delhi,India,23.6,15.3,0.0,PARTLY_CLOUDY
2023-03-24,64301,Chandigarh,India,17.1,9.2,2.0,CLOUDY
2023-03-24,66782,Mumbai,India,26.1,18.8,17.6,RAINY
2023-03-24,70001,Los Angeles,USA,21.6,10.8,0.0,PARTLY_CLOUDY
2023-03-24,70002,Minneapolis,USA,1.1,-10.8,0.0,SUNNY
2023-03-24,70003,Dallas,USA,22.8,14.4,3.2,CLOUDY
2023-03-24,70004,Washington DC,USA,12.8,5.3,9.9,RAINY
2023-03-24,70005,Philadelphia,USA,8.8,3.6,0.0,SUNNY
2023-03-24,80001,London,UK,17.7,9.0,0.0,SUNNY
2023-03-24,80002,London,UK,8.8,0.4,0.0,PARTLY_CLOUDY
2023-03-24,80003,Manchester,UK,7.9,-2.0,0.0,PARTLY_CLOUDY
2023-03-24,80004,Sheffield,UK,9.1,3.3,0.0,PARTLY_CLOUDY
2023-03-24,90001,Dubai,UAE,23.9,16.4,0.0,SUNNY
2023-03-24,90002,Dubai,UAE,23.4,18.3,0.0,SUNNY
2023-03-24,90003,Abu Dhabi,UAE,25.0,16.0,0.0,SUNNY
2023-03-24,95001,Singapore,Singapore,29.4,24.0,6.2,RAINY
2023-03-24,95002,Singapore,Singapore,29.4,22.2,44.6,STORMY
2023-03-25,33487,Kolkata,India,24.5,14.9,1.2,CLOUDY
2023-03-25,39876,Mumbai,India,28.2,21.8,62.4,STORMY
2023-03-25,41203,Delhi,India,21.2,14.1,6.0,RAINY
2023-03-25,44512,Bangalore,India,25.1,18.4,0.0,PARTLY_CLOUDY
2023-03-25,47889,Chennai,India,28.5,23.1,0.0,SUNNY
2023-03-25,51234,Hyderabad,India,28.0,16.3,0.6,CLOUDY
2023-03-25,53901,Kochi,India,29.6,22.5,4.1,CLOUDY
2023-03-25,56123,Bangalore,India,25.8,15.3,1.7,CLOUDY
2023-03-25,58745,Ahmedabad,India,23.9,18.8,0.0,PARTLY_CLOUDY
2023-03-25,62003,Delhi,India,28.4,21.5,2.3,CLOUDY
2023-03-25,64301,Chandigarh,India,24.5,16.8,2.0,CLOUDY
2023-03-25,66782,Mumbai,India,25.5,17.5,9.0,RAINY
2023-03-25,70001,Los Angeles,USA,17.0,7.7,0.0,PARTLY_CLOUDY
2023-03-25,70002,Minneapolis,USA,-0.2,-10.9,0.0,PARTLY_CLOUDY
2023-03-25,70003,Dallas,USA,16.1,5.0,0.0,SUNNY
2023-03-25,70004,Washington DC,USA,14.8,4.5,0.0,SUNNY
2023-03-25,70005,Philadelphia,USA,12.4,2.7,0.0,SUNNY
2023-03-25,80001,London,UK,12.6,4.4,0.0,SUNNY
2023-03-25,80002,London,UK,8.9,-2.8,0.0,SUNNY
2023-03-25,80003,Manchester,UK,10.3,4.4,5.9,RAINY
2023-03-25,80004,Sheffield,UK,9.9,1.1,0.0,PARTLY_CLOUDY
2023-03-25,90001,Dubai,UAE,24.8,19.5,0.0,PARTLY_CLOUDY
2023-03-25,90002,Dubai,UAE,27.0,16.3,0.0,SUNNY
2023-03-25,90003,Abu Dhabi,UAE,29.1,22.0,0.0,PARTLY_CLOUDY
2023-03-25,95001,Singapore,Singapore,29.7,24.6,0.5,CLOUDY
2023-03-25,95002,Singapore,Singapore,30.8,21.3,5.6,RAINY
2023-03-26,33487,Kolkata,India,29.2,20.3,0.0,PARTLY_CLOUDY
2023-03-26,39876,Mumbai,India,29.3,23.0,8.0,RAINY
2023-03-26,41203,Delhi,India,22.4,16.4,0.3,CLOUDY
2023-03-26,44512,Bangalore,India,25.8,14.8,0.3,CLOUDY
2023-03-26,47889,Chennai,India,32.9,26.1,10.3,RAINY
2023-03-26,51234,Hyderabad,India,25.9,18.4,0.0,SUNNY
2023-03-26,53901,Kochi,India,27.2,18.7,2.7,CLOUDY
2023-03-26,56123,Bangalore,India,23.7,14.7,0.0,SUNNY
2023-03-26,58745,Ahmedabad,India,28.0,16.9,2.8,CLOUDY
2023-03-26,62003,Delhi,India,21.4,14.1,8.6,RAINY
2023-03-26,64301,Chandigarh,India,22.0,15.9,0.3,CLOUDY
2023-03-26,66782,Mumbai,India,26.2,15.5,52.6,STORMY
2023-03-26,70001,Los Angeles,USA,19.7,13.2,0.0,SUNNY
2023-03-26,70002,Minneapolis,USA,0.8,-8.8,8.3,RAINY
2023-03-26,70003,Dallas,USA,24.9,13.0,0.0,SUNNY
2023-03-26,70004,Washington DC,USA,12.1,2.7,0.0,SUNNY
2023-03-26,70005,Philadelphia,USA,8.3,-0.4,3.2,CLOUDY
