rate_date,from_currency,to_currency,rate
2023-06-03,AED,USD,0.272374
2023-06-03,SGD,USD,0.781412
2023-06-03,USD,USD,1.0
2023-06-04,INR,USD,0.01226
2023-06-04,GBP,USD,1.138297
2023-06-04,AED,USD,0.272371
2023-06-04,SGD,USD,0.779742
2023-06-04,USD,USD,1.0
2023-06-05,INR,USD,0.012259
2023-06-05,GBP,USD,1.141195
2023-06-05,AED,USD,0.272374
2023-06-05,SGD,USD,0.780799
2023-06-05,USD,USD,1.0
2023-06-06,INR,USD,0.012208
2023-06-06,GBP,USD,1.139005
2023-06-06,AED,USD,0.272378
2023-06-06,SGD,USD,0.782232
2023-06-06,USD,USD,1.0
2023-06-07,INR,USD,0.012158
2023-06-07,GBP,USD,1.139905
2023-06-07,AED,USD,0.272399
2023-06-07,SGD,USD,0.781848
2023-06-07,USD,USD,1.0
2023-06-08,INR,USD,0.012154
2023-06-08,GBP,USD,1.142481
2023-06-08,AED,USD,0.272403
2023-06-08,SGD,USD,0.783357
2023-06-08,USD,USD,1.0
2023-06-09,INR,USD,0.012155
2023-06-09,GBP,USD,1.143345
2023-06-09,AED,USD,0.27239
2023-06-09,SGD,USD,0.782991
2023-06-09,USD,USD,1.0
2023-06-10,INR,USD,0.012193
2023-06-10,GBP,USD,1.142154
2023-06-10,AED,USD,0.272387
2023-06-10,SGD,USD,0.781913
2023-06-10,USD,USD,1.0
2023-06-11,INR,USD,0.012216
2023-06-11,GBP,USD,1.137231
2023-06-11,AED,USD,0.272403
2023-06-11,SGD,USD,0.779852
2023-06-11,USD,USD,1.0
2023-06-12,INR,USD,0.012183
2023-06-12,GBP,USD,1.138397
2023-06-12,AED,USD,0.272405
2023-06-12,SGD,USD,0.780522
2023-06-12,USD,USD,1.0
2023-06-13,INR,USD,0.012214
2023-06-13,GBP,USD,1.136019
2023-06-13,AED,USD,0.272412
2023-06-13,SGD,USD,0.778524
2023-06-13,USD,USD,1.0
2023-06-14,INR,USD,0.012252
2023-06-14,GBP,USD,1.139631
2023-06-14,AED,USD,0.272422
2023-06-14,SGD,USD,0.778951
2023-06-14,USD,USD,1.0
2023-06-15,INR,USD,0.012227
2023-06-15,GBP,USD,1.137738
2023-06-15,AED,USD,0.27243
2023-06-15,SGD,USD,0.778921
2023-06-15,USD,USD,1.0
2023-06-16,INR,USD,0.01223
2023-06-16,GBP,USD,1.129954
2023-06-16,AED,USD,0.272433
2023-06-16,SGD,USD,0.777407
2023-06-16,USD,USD,1.0
2023-06-17,INR,USD,0.012196
2023-06-17,GBP,USD,1.129059
2023-06-17,AED,USD,0.272401
2023-06-17,SGD,USD,0.77896
2023-06-17,USD,USD,1.0
2023-06-18,INR,USD,0.012221
2023-06-18,GBP,USD,1.12874
2023-06-18,AED,USD,0.272384
2023-06-18,SGD,USD,0.776888
2023-06-18,USD,USD,1.0
2023-06-19,INR,USD,0.012215
2023-06-19,GBP,USD,1.115023
2023-06-19,AED,USD,0.272387
2023-06-19,SGD,USD,0.778365
2023-06-19,USD,USD,1.0
2023-06-20,INR,USD,0.012205
2023-06-20,GBP,USD,1.112234
2023-06-20,AED,USD,0.272391
2023-06-20,SGD,USD,0.779151
2023-06-20,USD,USD,1.0
2023-06-21,INR,USD,0.012238
2023-06-21,GBP,USD,1.112323
2023-06-21,AED,USD,0.272379
2023-06-21,SGD,USD,0.778145
2023-06-21,USD,USD,1.0
2023-06-22,INR,USD,0.012242
2023-06-22,GBP,USD,1.121067
2023-06-22,AED,USD,0.272373
2023-06-22,SGD,USD,0.77584
2023-06-22,USD,USD,1.0
2023-06-23,INR,USD,0.012215
2023-06-23,GBP,USD,1.109272
2023-06-23,AED,USD,0.272379
2023-06-23,SGD,USD,0.772864
2023-06-23,USD,USD,1.0
2023-06-24,INR,USD,0.012176
2023-06-24,GBP,USD,1.098266
2023-06-24,AED,USD,0.27236
2023-06-24,SGD,USD,0.774122
2023-06-24,USD,USD,1.0
2023-06-25,INR,USD,0.012135
2023-06-25,GBP,USD,1.088611
2023-06-25,AED,USD,0.272363
2023-06-25,SGD,USD,0.773386
2023-06-25,USD,USD,1.0
2023-06-26,INR,USD,0.012147
2023-06-26,GBP,USD,1.092667
2023-06-26,AED,USD,0.272363
2023-06-26,SGD,USD,0.770558
2023-06-26,USD,USD,1.0
2023-06-27,INR,USD,0.012142
2023-06-27,GBP,USD,1.095412
2023-06-27,AED,USD,0.272353
2023-06-27,SGD,USD,0.767437
2023-06-27,USD,USD,1.0
2023-06-28,INR,USD,0.012175
2023-06-28,GBP,USD,1.093108
2023-06-28,AED,USD,0.272346
2023-06-28,SGD,USD,0.767484
2023-06-28,USD,USD,1.0
2023-06-29,INR,USD,0.012206
2023-06-29,GBP,USD,1.094547
2023-06-29,AED,USD,0.27234
2023-06-29,SGD,USD,0.768982
2023-06-29,USD,USD,1.0
2023-06-30,INR,USD,0.012271
2023-06-30,GBP,USD,1.102215
2023-06-30,AED,USD,0.272351
2023-06-30,SGD,USD,0.766551
2023-06-30,USD,USD,1.0
2023-07-01,INR,USD,0.012387
2023-07-01,GBP,USD,1.095563
2023-07-01,AED,USD,0.272345
2023-07-01,SGD,USD,0.765044
2023-07-01,USD,USD,1.0
2023-07-02,INR,USD,0.012437
2023-07-02,GBP,USD,1.097872
2023-07-02,AED,USD,0.272321
2023-07-02,SGD,USD,0.765637
2023-07-02,USD,USD,1.0
2023-07-03,INR,USD,0.012453
2023-07-03,GBP,USD,1.096097
2023-07-03,AED,USD,0.2723
2023-07-03,SGD,USD,0.764077
2023-07-03,USD,USD,1.0
2023-07-04,INR,USD,0.012438
2023-07-04,GBP,USD,1.096209
2023-07-04,AED,USD,0.272291
2023-07-04,SGD,USD,0.765683
2023-07-04,USD,USD,1.0
2023-07-05,INR,USD,0.012408
2023-07-05,GBP,USD,1.086672
2023-07-05,AED,USD,0.272278
2023-07-05,SGD,USD,0.768628
2023-07-05,USD,USD,1.0
2023-07-06,INR,USD,0.012389
2023-07-06,GBP,USD,1.099553
2023-07-06,AED,USD,0.272287
2023-07-06,SGD,USD,0.766108
2023-07-06,USD,USD,1.0
2023-07-07,INR,USD,0.012362
2023-07-07,GBP,USD,1.100888
2023-07-07,AED,USD,0.272266
2023-07-07,SGD,USD,0.771294
2023-07-07,USD,USD,1.0
2023-07-08,INR,USD,0.01233
2023-07-08,GBP,USD,1.104659
2023-07-08,AED,USD,0.272291
2023-07-08,SGD,USD,0.771068
2023-07-08,USD,USD,1.0
2023-07-09,INR,USD,0.012298
2023-07-09,GBP,USD,1.103125
2023-07-09,AED,USD,0.272298
2023-07-09,SGD,USD,0.772996
2023-07-09,USD,USD,1.0
2023-07-10,INR,USD,0.012299
2023-07-10,GBP,USD,1.095355
2023-07-10,AED,USD,0.272298
2023-07-10,SGD,USD,0.771535
2023-07-10,USD,USD,1.0
2023-07-11,INR,USD,0.012231
2023-07-11,GBP,USD,1.091497
2023-07-11,AED,USD,0.272274
2023-07-11,SGD,USD,0.772831
2023-07-11,USD,USD,1.0
2023-07-12,INR,USD,0.01229
2023-07-12,GBP,USD,1.101755
2023-07-12,AED,USD,0.272264
2023-07-12,SGD,USD,0.77182
2023-07-12,USD,USD,1.0
2023-07-13,INR,USD,0.012311
2023-07-13,GBP,USD,1.10765
2023-07-13,AED,USD,0.272257
2023-07-13,SGD,USD,0.77152
2023-07-13,USD,USD,1.0
2023-07-14,INR,USD,0.012378
2023-07-14,GBP,USD,1.107036
2023-07-14,AED,USD,0.272248
2023-07-14,SGD,USD,0.771795
2023-07-14,USD,USD,1.0
2023-07-15,INR,USD,0.012395
2023-07-15,GBP,USD,1.101337
2023-07-15,AED,USD,0.272244
2023-07-15,SGD,USD,0.76926
2023-07-15,USD,USD,1.0
2023-07-16,INR,USD,0.012386
2023-07-16,GBP,USD,1.11179
2023-07-16,AED,USD,0.272257
2023-07-16,SGD,USD,0.76907
2023-07-16,USD,USD,1.0
2023-07-17,INR,USD,0.012356
2023-07-17,GBP,USD,1.110032
2023-07-17,AED,USD,0.272275
2023-07-17,SGD,USD,0.767859
2023-07-17,USD,USD,1.0
2023-07-18,INR,USD,0.0124
2023-07-18,GBP,USD,1.102361
2023-07-18,AED,USD,0.27227
2023-07-18,SGD,USD,0.771674
2023-07-18,USD,USD,1.0
2023-07-19,INR,USD,0.012337
2023-07-19,GBP,USD,1.108968
2023-07-19,AED,USD,0.272238
2023-07-19,SGD,USD,0.771489
2023-07-19,USD,USD,1.0
2023-07-20,INR,USD,0.01233
2023-07-20,GBP,USD,1.113571
2023-07-20,AED,USD,0.272184
2023-07-20,SGD,USD,0.767318
2023-07-20,USD,USD,1.0
2023-07-21,INR,USD,0.012312
2023-07-21,GBP,USD,1.113763
2023-07-21,AED,USD,0.272169
2023-07-21,SGD,USD,0.76685
2023-07-21,USD,USD,1.0
2023-07-22,INR,USD,0.012274
2023-07-22,GBP,USD,1.111499
2023-07-22,AED,USD,0.272154
2023-07-22,SGD,USD,0.767393
2023-07-22,USD,USD,1.0
2023-07-23,INR,USD,0.012291
2023-07-23,GBP,USD,1.119541
2023-07-23,AED,USD,0.272143
2023-07-23,SGD,USD,0.766713
2023-07-23,USD,USD,1.0
2023-07-24,INR,USD,0.012292
2023-07-24,GBP,USD,1.117864
2023-07-24,AED,USD,0.272142
2023-07-24,SGD,USD,0.763338
2023-07-24,USD,USD,1.0
2023-07-25,INR,USD,0.012302
2023-07-25,GBP,USD,1.112706
2023-07-25,AED,USD,0.272126
2023-07-25,SGD,USD,0.759921
2023-07-25,USD,USD,1.0
2023-07-26,INR,USD,0.012338
2023-07-26,GBP,USD,1.111903
2023-07-26,AED,USD,0.272145
2023-07-26,SGD,USD,0.76052
2023-07-26,USD,USD,1.0
2023-07-27,INR,USD,0.012284
2023-07-27,GBP,USD,1.105834
2023-07-27,AED,USD,0.272158
2023-07-27,SGD,USD,0.758883
2023-07-27,USD,USD,1.0
2023-07-28,INR,USD,0.012249
2023-07-28,GBP,USD,1.10482
2023-07-28,AED,USD,0.272155
2023-07-28,SGD,USD,0.756721
2023-07-28,USD,USD,1.0
2023-07-29,INR,USD,0.012238
2023-07-29,GBP,USD,1.102145
2023-07-29,AED,USD,0.272111
2023-07-29,SGD,USD,0.757812
2023-07-29,USD,USD,1.0
2023-07-30,INR,USD,0.012212
2023-07-30,GBP,USD,1.1094
2023-07-30,AED,USD,0.272091
2023-07-30,SGD,USD,0.754439
2023-07-30,USD,USD,1.0
2023-07-31,INR,USD,0.012248
2023-07-31,GBP,USD,1.10056
2023-07-31,AED,USD,0.27208
2023-07-31,SGD,USD,0.755729
2023-07-31,USD,USD,1.0
2023-08-01,INR,USD,0.012237
2023-08-01,GBP,USD,1.091402
2023-08-01,AED,USD,0.272084
2023-08-01,SGD,USD,0.755325
2023-08-01,USD,USD,1.0
2023-08-02,INR,USD,0.012276
2023-08-02,GBP,USD,1.094631
2023-08-02,AED,USD,0.272136
2023-08-02,SGD,USD,0.751821
2023-08-02,USD,USD,1.0
2023-08-03,INR,USD,0.012274
2023-08-03,GBP,USD,1.088749
2023-08-03,AED,USD,0.272155
2023-08-03,SGD,USD,0.753586
2023-08-03,USD,USD,1.0
2023-08-04,INR,USD,0.012296
2023-08-04,GBP,USD,1.084478
2023-08-04,AED,USD,0.272143
2023-08-04,SGD,USD,0.749275
2023-08-04,USD,USD,1.0
2023-08-05,INR,USD,0.012349
2023-08-05,GBP,USD,1.087246
2023-08-05,AED,USD,0.272138
2023-08-05,SGD,USD,0.751272
2023-08-05,USD,USD,1.0
2023-08-06,INR,USD,0.012371
2023-08-06,GBP,USD,1.092589
2023-08-06,AED,USD,0.27211
2023-08-06,SGD,USD,0.749765
2023-08-06,USD,USD,1.0
2023-08-07,INR,USD,0.012376
2023-08-07,GBP,USD,1.094533
2023-08-07,AED,USD,0.272127
2023-08-07,SGD,USD,0.747636
2023-08-07,USD,USD,1.0
2023-08-08,INR,USD,0.012379
2023-08-08,GBP,USD,1.106752
2023-08-08,AED,USD,0.272139
2023-08-08,SGD,USD,0.749496
2023-08-08,USD,USD,1.0
2023-08-09,INR,USD,0.012378
2023-08-09,GBP,USD,1.111027
2023-08-09,AED,USD,0.272169
2023-08-09,SGD,USD,0.749734
2023-08-09,USD,USD,1.0
2023-08-10,INR,USD,0.012415
2023-08-10,GBP,USD,1.106124
2023-08-10,AED,USD,0.27218
2023-08-10,SGD,USD,0.75167
2023-08-10,USD,USD,1.0
2023-08-11,INR,USD,0.012391
2023-08-11,GBP,USD,1.112248
2023-08-11,AED,USD,0.272168
2023-08-11,SGD,USD,0.749968
2023-08-11,USD,USD,1.0
2023-08-12,INR,USD,0.01239
2023-08-12,GBP,USD,1.123116
2023-08-12,AED,USD,0.272173
2023-08-12,SGD,USD,0.751972
2023-08-12,USD,USD,1.0
2023-08-13,INR,USD,0.012366
2023-08-13,GBP,USD,1.123541
2023-08-13,AED,USD,0.272153
2023-08-13,SGD,USD,0.750768
2023-08-13,USD,USD,1.0
2023-08-14,INR,USD,0.012391
2023-08-14,GBP,USD,1.123309
2023-08-14,AED,USD,0.272178
2023-08-14,SGD,USD,0.750349
2023-08-14,USD,USD,1.0
2023-08-15,INR,USD,0.012384
2023-08-15,GBP,USD,1.130545
2023-08-15,AED,USD,0.272167
2023-08-15,SGD,USD,0.747135
2023-08-15,USD,USD,1.0
2023-08-16,INR,USD,0.012424
2023-08-16,GBP,USD,1.132893
2023-08-16,AED,USD,0.27213
2023-08-16,SGD,USD,0.747241
2023-08-16,USD,USD,1.0
2023-08-17,INR,USD,0.01241
2023-08-17,GBP,USD,1.142884
2023-08-17,AED,USD,0.272117
2023-08-17,SGD,USD,0.746024
2023-08-17,USD,USD,1.0
2023-08-18,INR,USD,0.012381
2023-08-18,GBP,USD,1.136815
2023-08-18,AED,USD,0.272105
2023-08-18,SGD,USD,0.743005
2023-08-18,USD,USD,1.0
2023-08-19,INR,USD,0.012348
2023-08-19,GBP,USD,1.127634
2023-08-19,AED,USD,0.27208
2023-08-19,SGD,USD,0.739739
2023-08-19,USD,USD,1.0
2023-08-20,INR,USD,0.012331
2023-08-20,GBP,USD,1.123741
2023-08-20,AED,USD,0.272059
2023-08-20,SGD,USD,0.740754
2023-08-20,USD,USD,1.0
2023-08-21,INR,USD,0.012328
2023-08-21,GBP,USD,1.121283
2023-08-21,AED,USD,0.272051
2023-08-21,SGD,USD,0.744118
2023-08-21,USD,USD,1.0
2023-08-22,INR,USD,0.012335
2023-08-22,GBP,USD,1.123958
2023-08-22,AED,USD,0.272006
2023-08-22,SGD,USD,0.742752
2023-08-22,USD,USD,1.0
2023-08-23,INR,USD,0.012267
2023-08-23,GBP,USD,1.121532
2023-08-23,AED,USD,0.272013
2023-08-23,SGD,USD,0.741346
2023-08-23,USD,USD,1.0
2023-08-24,INR,USD,0.012282
2023-08-24,GBP,USD,1.115753
2023-08-24,AED,USD,0.272023
2023-08-24,SGD,USD,0.7381
2023-08-24,USD,USD,1.0
2023-08-25,INR,USD,0.012273
2023-08-25,GBP,USD,1.118101
2023-08-25,AED,USD,0.272032
2023-08-25,SGD,USD,0.737845
2023-08-25,USD,USD,1.0
2023-08-26,INR,USD,0.012332
2023-08-26,GBP,USD,1.115754
2023-08-26,AED,USD,0.272024
2023-08-26,SGD,USD,0.732108
2023-08-26,USD,USD,1.0
2023-08-27,INR,USD,0.012386
2023-08-27,GBP,USD,1.113667
2023-08-27,AED,USD,0.272004
2023-08-27,SGD,USD,0.734866
2023-08-27,USD,USD,1.0
2023-08-28,INR,USD,0.012424
2023-08-28,GBP,USD,1.114261
2023-08-28,AED,USD,0.271979
2023-08-28,SGD,USD,0.735751
2023-08-28,USD,USD,1.0
2023-08-29,INR,USD,0.012403
2023-08-29,GBP,USD,1.107692
2023-08-29,AED,USD,0.271997
2023-08-29,SGD,USD,0.731328
2023-08-29,USD,USD,1.0
2023-08-30,INR,USD,0.01242
2023-08-30,GBP,USD,1.110245
2023-08-30,AED,USD,0.272032
2023-08-30,SGD,USD,0.732014
2023-08-30,USD,USD,1.0
2023-08-31,INR,USD,0.012355
2023-08-31,GBP,USD,1.105563
2023-08-31,AED,USD,0.272033
2023-08-31,SGD,USD,0.732763
2023-08-31,USD,USD,1.0
2023-09-01,INR,USD,0.012385
2023-09-01,GBP,USD,1.094685
2023-09-01,AED,USD,0.272028
2023-09-01,SGD,USD,0.734792
2023-09-01,USD,USD,1.0
2023-09-02,INR,USD,0.012432
2023-09-02,GBP,USD,1.104986
2023-09-02,AED,USD,0.272021
2023-09-02,SGD,USD,0.737094
2023-09-02,USD,USD,1.0
2023-09-03,INR,USD,0.012485
2023-09-03,GBP,USD,1.111663
2023-09-03,AED,USD,0.272033
2023-09-03,SGD,USD,0.738837
2023-09-03,USD,USD,1.0
2023-09-04,INR,USD,0.012459
2023-09-04,GBP,USD,1.103571
2023-09-04,AED,USD,0.27205
2023-09-04,SGD,USD,0.738122
2023-09-04,USD,USD,1.0
2023-09-05,INR,USD,0.012457
2023-09-05,GBP,USD,1.100343
2023-09-05,AED,USD,0.272044
2023-09-05,SGD,USD,0.738621
2023-09-05,USD,USD,1.0
2023-09-06,INR,USD,0.012424
2023-09-06,GBP,USD,1.100709
2023-09-06,AED,USD,0.272048
2023-09-06,SGD,USD,0.738471
2023-09-06,USD,USD,1.0
2023-09-07,INR,USD,0.0124
2023-09-07,GBP,USD,1.105067
2023-09-07,AED,USD,0.27208
2023-09-07,SGD,USD,0.737225
2023-09-07,USD,USD,1.0
2023-09-08,INR,USD,0.012438
2023-09-08,GBP,USD,1.110016
2023-09-08,AED,USD,0.272034
2023-09-08,SGD,USD,0.735648
2023-09-08,USD,USD,1.0
2023-09-09,INR,USD,0.012417
2023-09-09,GBP,USD,1.114384
2023-09-09,AED,USD,0.272038
2023-09-09,SGD,USD,0.736649
2023-09-09,USD,USD,1.0
2023-09-10,INR,USD,0.012436
2023-09-10,GBP,USD,1.109333
2023-09-10,AED,USD,0.272025
2023-09-10,SGD,USD,0.734112
2023-09-10,USD,USD,1.0
2023-09-11,INR,USD,0.01243
2023-09-11,GBP,USD,1.108653
2023-09-11,AED,USD,0.272028
2023-09-11,SGD,USD,0.732611
2023-09-11,USD,USD,1.0
2023-09-12,INR,USD,0.012457
2023-09-12,GBP,USD,1.113775
2023-09-12,AED,USD,0.272054
2023-09-12,SGD,USD,0.734102
2023-09-12,USD,USD,1.0
2023-09-13,INR,USD,0.012462
2023-09-13,GBP,USD,1.117541
2023-09-13,AED,USD,0.272065
2023-09-13,SGD,USD,0.732758
2023-09-13,USD,USD,1.0
2023-09-14,INR,USD,0.012502
2023-09-14,GBP,USD,1.127248
2023-09-14,AED,USD,0.272099
2023-09-14,SGD,USD,0.732843
2023-09-14,USD,USD,1.0
2023-09-15,INR,USD,0.012511
2023-09-15,GBP,USD,1.129601
2023-09-15,AED,USD,0.272099
2023-09-15,SGD,USD,0.734142
2023-09-15,USD,USD,1.0
2023-09-16,INR,USD,0.012506
2023-09-16,GBP,USD,1.128484
2023-09-16,AED,USD,0.272129
2023-09-16,SGD,USD,0.734497
2023-09-16,USD,USD,1.0
2023-09-17,INR,USD,0.012507
2023-09-17,GBP,USD,1.133497
2023-09-17,AED,USD,0.272131
2023-09-17,SGD,USD,0.735116
2023-09-17,USD,USD,1.0
2023-09-18,INR,USD,0.012504
2023-09-18,GBP,USD,1.126533
2023-09-18,AED,USD,0.272131
2023-09-18,SGD,USD,0.732762
2023-09-18,USD,USD,1.0
2023-09-19,INR,USD,0.01251
2023-09-19,GBP,USD,1.119831
2023-09-19,AED,USD,0.272147
2023-09-19,SGD,USD,0.734332
2023-09-19,USD,USD,1.0
2023-09-20,INR,USD,0.012518
2023-09-20,GBP,USD,1.119252
2023-09-20,AED,USD,0.272154
2023-09-20,SGD,USD,0.730264
2023-09-20,USD,USD,1.0
2023-09-21,INR,USD,0.012483
2023-09-21,GBP,USD,1.118399
2023-09-21,AED,USD,0.27216
2023-09-21,SGD,USD,0.730111
2023-09-21,USD,USD,1.0
2023-09-22,INR,USD,0.01245
2023-09-22,GBP,USD,1.119137
2023-09-22,AED,USD,0.272152
2023-09-22,SGD,USD,0.727915
2023-09-22,USD,USD,1.0
2023-09-23,INR,USD,0.01246
2023-09-23,GBP,USD,1.117939
2023-09-23,AED,USD,0.272172
2023-09-23,SGD,USD,0.729301
2023-09-23,USD,USD,1.0
2023-09-24,INR,USD,0.012482
2023-09-24,GBP,USD,1.119739
2023-09-24,AED,USD,0.272158
2023-09-24,SGD,USD,0.72738
2023-09-24,USD,USD,1.0
2023-09-25,INR,USD,0.012435
2023-09-25,GBP,USD,1.136089
2023-09-25,AED,USD,0.272139
2023-09-25,SGD,USD,0.726959
2023-09-25,USD,USD,1.0
2023-09-26,INR,USD,0.012422
2023-09-26,GBP,USD,1.134466
2023-09-26,AED,USD,0.272129
2023-09-26,SGD,USD,0.723131
2023-09-26,USD,USD,1.0
2023-09-27,INR,USD,0.01239
2023-09-27,GBP,USD,1.126529
2023-09-27,AED,USD,0.272127
2023-09-27,SGD,USD,0.721741
2023-09-27,USD,USD,1.0
2023-09-28,INR,USD,0.012368
2023-09-28,GBP,USD,1.127741
2023-09-28,AED,USD,0.272117
2023-09-28,SGD,USD,0.723662
2023-09-28,USD,USD,1.0
2023-09-29,INR,USD,0.012355
2023-09-29,GBP,USD,1.129007
2023-09-29,AED,USD,0.272094
2023-09-29,SGD,USD,0.725022
2023-09-29,USD,USD,1.0
2023-09-30,INR,USD,0.012341
2023-09-30,GBP,USD,1.131321
2023-09-30,AED,USD,0.2721
2023-09-30,SGD,USD,0.724677
2023-09-30,USD,USD,1.0
2023-10-01,INR,USD,0.012347
2023-10-01,GBP,USD,1.129112
2023-10-01,AED,USD,0.272123
2023-10-01,SGD,USD,0.726611
2023-10-01,USD,USD,1.0
2023-10-02,INR,USD,0.012361
2023-10-02,GBP,USD,1.122402
2023-10-02,AED,USD,0.272104
2023-10-02,SGD,USD,0.725256
2023-10-02,USD,USD,1.0
2023-10-03,INR,USD,0.012353
2023-10-03,GBP,USD,1.124925
2023-10-03,AED,USD,0.272089
2023-10-03,SGD,USD,0.727692
2023-10-03,USD,USD,1.0
2023-10-04,INR,USD,0.012352
2023-10-04,GBP,USD,1.113558
2023-10-04,AED,USD,0.272081
2023-10-04,SGD,USD,0.72239
2023-10-04,USD,USD,1.0
2023-10-05,INR,USD,0.012328
2023-10-05,GBP,USD,1.110467
2023-10-05,AED,USD,0.27207
2023-10-05,SGD,USD,0.721735
2023-10-05,USD,USD,1.0
2023-10-06,INR,USD,0.012315
2023-10-06,GBP,USD,1.107135
2023-10-06,AED,USD,0.272096
2023-10-06,SGD,USD,0.724237
2023-10-06,USD,USD,1.0
2023-10-07,INR,USD,0.012278
2023-10-07,GBP,USD,1.114139
2023-10-07,AED,USD,0.272068
2023-10-07,SGD,USD,0.722578
2023-10-07,USD,USD,1.0
2023-10-08,INR,USD,0.012325
2023-10-08,GBP,USD,1.101621
2023-10-08,AED,USD,0.272078
2023-10-08,SGD,USD,0.720026
2023-10-08,USD,USD,1.0
2023-10-09,INR,USD,0.012319
2023-10-09,GBP,USD,1.100607
2023-10-09,AED,USD,0.272107
2023-10-09,SGD,USD,0.718385
2023-10-09,USD,USD,1.0
2023-10-10,INR,USD,0.012316
2023-10-10,GBP,USD,1.104076
2023-10-10,AED,USD,0.272103
2023-10-10,SGD,USD,0.716724
2023-10-10,USD,USD,1.0
2023-10-11,INR,USD,0.012313
2023-10-11,GBP,USD,1.104583
2023-10-11,AED,USD,0.272118
2023-10-11,SGD,USD,0.714822
2023-10-11,USD,USD,1.0
2023-10-12,INR,USD,0.012299
2023-10-12,GBP,USD,1.106368
2023-10-12,AED,USD,0.272115
2023-10-12,SGD,USD,0.714458
2023-10-12,USD,USD,1.0
2023-10-13,INR,USD,0.012297
2023-10-13,GBP,USD,1.102481
2023-10-13,AED,USD,0.272101
2023-10-13,SGD,USD,0.715362
2023-10-13,USD,USD,1.0
2023-10-14,INR,USD,0.012262
2023-10-14,GBP,USD,1.108961
2023-10-14,AED,USD,0.272105
2023-10-14,SGD,USD,0.71279
2023-10-14,USD,USD,1.0
2023-10-15,INR,USD,0.01227
2023-10-15,GBP,USD,1.109882
2023-10-15,AED,USD,0.272118
2023-10-15,SGD,USD,0.715146
2023-10-15,USD,USD,1.0
2023-10-16,INR,USD,0.012258
2023-10-16,GBP,USD,1.105916
2023-10-16,AED,USD,0.272108
2023-10-16,SGD,USD,0.713172
2023-10-16,USD,USD,1.0
2023-10-17,INR,USD,0.012234
2023-10-17,GBP,USD,1.107489
2023-10-17,AED,USD,0.272108
2023-10-17,SGD,USD,0.71219
2023-10-17,USD,USD,1.0
2023-10-18,INR,USD,0.01221
2023-10-18,GBP,USD,1.109418
2023-10-18,AED,USD,0.2721
2023-10-18,SGD,USD,0.710105
2023-10-18,USD,USD,1.0
2023-10-19,INR,USD,0.012205
2023-10-19,GBP,USD,1.107926
2023-10-19,AED,USD,0.272081
2023-10-19,SGD,USD,0.711783
2023-10-19,USD,USD,1.0
2023-10-20,INR,USD,0.01223
2023-10-20,GBP,USD,1.108141
2023-10-20,AED,USD,0.272083
2023-10-20,SGD,USD,0.712859
2023-10-20,USD,USD,1.0
2023-10-21,INR,USD,0.012228
2023-10-21,GBP,USD,1.113115
2023-10-21,AED,USD,0.272112
2023-10-21,SGD,USD,0.713033
2023-10-21,USD,USD,1.0
2023-10-22,INR,USD,0.012241
2023-10-22,GBP,USD,1.118011
2023-10-22,AED,USD,0.272106
2023-10-22,SGD,USD,0.710767
2023-10-22,USD,USD,1.0
2023-10-23,INR,USD,0.012268
2023-10-23,GBP,USD,1.109193
2023-10-23,AED,USD,0.272137
2023-10-23,SGD,USD,0.712534
2023-10-23,USD,USD,1.0
2023-10-24,INR,USD,0.012273
2023-10-24,GBP,USD,1.109465
2023-10-24,AED,USD,0.272167
2023-10-24,SGD,USD,0.710637
2023-10-24,USD,USD,1.0
2023-10-25,INR,USD,0.012236
2023-10-25,GBP,USD,1.106112
2023-10-25,AED,USD,0.272162
2023-10-25,SGD,USD,0.708624
2023-10-25,USD,USD,1.0
2023-10-26,INR,USD,0.01224
2023-10-26,GBP,USD,1.106856
2023-10-26,AED,USD,0.272148
2023-10-26,SGD,USD,0.711862
2023-10-26,USD,USD,1.0
2023-10-27,INR,USD,0.012196
2023-10-27,GBP,USD,1.099743
2023-10-27,AED,USD,0.272155
2023-10-27,SGD,USD,0.711455
2023-10-27,USD,USD,1.0
2023-10-28,INR,USD,0.012208
2023-10-28,GBP,USD,1.096304
2023-10-28,AED,USD,0.272137
2023-10-28,SGD,USD,0.710165
2023-10-28,USD,USD,1.0
2023-10-29,INR,USD,0.012186
2023-10-29,GBP,USD,1.099194
2023-10-29,AED,USD,0.272129
2023-10-29,SGD,USD,0.711711
2023-10-29,USD,USD,1.0
2023-10-30,INR,USD,0.012203
2023-10-30,GBP,USD,1.10496
2023-10-30,AED,USD,0.272144
2023-10-30,SGD,USD,0.713307
2023-10-30,USD,USD,1.0
2023-10-31,INR,USD,0.012226
2023-10-31,GBP,USD,1.102072
2023-10-31,AED,USD,0.27214
2023-10-31,SGD,USD,0.709627
2023-10-31,USD,USD,1.0
2023-11-01,INR,USD,0.012234
2023-11-01,GBP,USD,1.098323
2023-11-01,AED,USD,0.272147
2023-11-01,SGD,USD,0.7107
2023-11-01,USD,USD,1.0
2023-11-02,INR,USD,0.012191
2023-11-02,GBP,USD,1.092712
2023-11-02,AED,USD,0.272141
2023-11-02,SGD,USD,0.709669
2023-11-02,USD,USD,1.0
2023-11-03,INR,USD,0.012196
2023-11-03,GBP,USD,1.086354
2023-11-03,AED,USD,0.272141
2023-11-03,SGD,USD,0.706292
2023-11-03,USD,USD,1.0
